orf_id	associated_transcript_id	trans_len	reading_frame	ORF_start	ORF_end	peptide_coverage	CPAT_score	associated_peptide_id	ORF_length(nt)
SPENO003721	SPENT004002	314	3	81	284	0.1791	0.029	SPENP017361	204
SPENO003722	SPENT002204	619	1	310	396	0.7143	0.2997	SPENP012853,SPENP024894,SPENP027530	87
SPENO003723	SPENT004084	2408	1	37	798	0.0791	0.9571	SPENP013061,SPENP017788	762
SPENO003724	SPENT004559	2252	3	1167	1304	0.2889	0.0065	SPENP022592,SPENP022593	138
SPENO003725	SPENT002195	1786	3	156	602	0.277	0.82	SPENP013400,SPENP016867,SPENP000448,SPENP016828,SPENP026421	447
SPENO003726	SPENT002195	1786	3	1470	1712	0.225	0.576	SPENP024844	243
SPENO003727	SPENT004787	2680	2	1799	2164	0.0992	0.0129	SPENP023595	366
SPENO003728	SPENT003001	983	2	476	574	0.2812	0.0027	SPENP025006	99
SPENO003729	SPENT000566	8123	2	458	517	1.0	0.0004	SPENP001313	60
SPENO003730	SPENT004080	575	3	81	473	0.1462	0.201	SPENP017771,SPENP028295	393
SPENO003731	SPENT006011	2021	3	135	314	0.2712	0.7874	SPENP000395	180
SPENO003732	SPENT000561	686	2	110	214	0.5588	0.0017	SPENP000662,SPENP001326,SPENP027248	105
SPENO003733	SPENT001127	2128	2	236	337	0.303	0.0213	SPENP002145,SPENP011274	102
SPENO003734	SPENT003401	5354	3	5127	5225	0.4688	0.0021	SPENP000365,SPENP011520	99
SPENO003735	SPENT000323	904	2	179	271	0.3667	0.6297	SPENP000988	93
SPENO003736	SPENT003761	600	3	150	263	0.3784	0.0874	SPENP016935	114
SPENO003737	SPENT004210	406	2	317	379	0.55	0.0025	SPENP019025,SPENP019026,SPENP019027	63
SPENO003738	SPENT004732	7211	3	2607	2954	0.1043	0.0291	SPENP023595	348
SPENO003739	SPENT003228	1044	3	126	242	0.4211	0.6193	SPENP009604	117
SPENO003740	SPENT004271	868	3	15	374	0.0672	0.3861	SPENP019755	360
SPENO003741	SPENT004259	1269	1	424	618	0.3281	0.0053	SPENP019646,SPENP019647,SPENP019648	195
SPENO003742	SPENT001415	5079	1	2629	2868	0.3418	0.0042	SPENP002917	240
SPENO003743	SPENT001926	2631	1	1453	1605	0.4	0.0023	SPENP004515,SPENP008645,SPENP023756,SPENP027034	153
SPENO003744	SPENT001021	3871	1	1234	2250	0.4497	0.9983	SPENP002375,SPENP017447,SPENP003785,SPENP004037,SPENP003836,SPENP013982,SPENP002377,SPENP004129,SPENP023345,SPENP003799,SPENP002386,SPENP004054,SPENP011435,SPENP017401,SPENP023347,SPENP003765,SPENP004099,SPENP011413,SPENP014212,SPENP002085,SPENP003813,SPENP024590,SPENP013886,SPENP002475,SPENP014256,SPENP002699,SPENP014431,SPENP017733,SPENP011796,SPENP002156,SPENP003873,SPENP017198	1017
SPENO003745	SPENT004346	3656	1	775	858	0.4815	0.0017	SPENP020161	84
SPENO003746	SPENT005169	1431	1	739	1206	0.0903	0.7079	SPENP012392,SPENP012393,SPENP016525	468
SPENO003747	SPENT005928	714	2	47	355	0.1667	0.0546	SPENP007780	309
SPENO003748	SPENT005475	5138	1	4222	4332	0.3889	0.0319	SPENP014267,SPENP015329	111
SPENO003749	SPENT005707	4383	3	765	1013	0.1951	0.0029	SPENP016033	249
SPENO003750	SPENT005392	470	2	155	376	0.3699	0.0772	SPENP013656	222
SPENO003751	SPENT004674	966	1	22	195	0.2807	0.0491	SPENP023404	174
SPENO003752	SPENT005208	2489	1	1333	1422	0.2759	0.0002	SPENP012714	90
SPENO003753	SPENT002979	851	2	284	418	0.4091	0.406	SPENP018734,SPENP018735,SPENP018736,SPENP024986,SPENP018893,SPENP018894,SPENP018895,SPENP025057	135
SPENO003754	SPENT001047	1701	2	545	742	0.1538	0.0434	SPENP002136,SPENP002067	198
SPENO003755	SPENT005248	342	3	9	293	0.1277	0.0155	SPENP012766	285
SPENO003756	SPENT003576	1213	3	72	1139	0.0986	0.9979	SPENP026576,SPENP019449,SPENP016757,SPENP019448,SPENP019450,SPENP026269	1068
SPENO003757	SPENT004364	566	1	340	456	0.3684	0.2914	SPENP020281	117
SPENO003758	SPENT001265	551	2	179	394	0.5634	0.1355	SPENP002517,SPENP003578,SPENP004211,SPENP010381,SPENP010382,SPENP013428,SPENP015042,SPENP013120,SPENP002718,SPENP003639,SPENP015150,SPENP016600	216
SPENO003759	SPENT003623	9104	1	2320	2439	0.2308	0.0003	SPENP016789	120
SPENO003760	SPENT005450	2128	1	1645	1674	1.0	0.0003	SPENP013970,SPENP015606	30
SPENO003761	SPENT004813	1363	2	761	979	0.1667	0.0021	SPENP023595	219
SPENO003762	SPENT001000	529	2	437	526	0.2759	0.2613	SPENP002007,SPENP017043	90
SPENO003763	SPENT004152	370	3	54	194	0.3261	0.295	SPENP018298	141
SPENO003764	SPENT000788	993	1	568	663	0.4839	0.0043	SPENP001626	96
SPENO003765	SPENT002872	1026	1	274	435	0.4906	0.0591	SPENP008114,SPENP008421,SPENP014322	162
SPENO003766	SPENT002863	5974	3	4050	4127	0.4	0.0002	SPENP008053	78
SPENO003767	SPENT001896	2107	3	75	131	1.0	0.0074	SPENP004435,SPENP007339	57
SPENO003768	SPENT005622	22162	2	7052	7156	0.4412	0.0006	SPENP015084,SPENP028346	105
SPENO003769	SPENT000946	576	3	126	437	0.3592	0.7774	SPENP011715,SPENP001878,SPENP008901,SPENP009539,SPENP011475	312
SPENO003770	SPENT004081	3270	1	1462	1587	0.4634	0.0015	SPENP014506,SPENP017755	126
SPENO003771	SPENT001139	807	2	296	364	0.4545	0.0019	SPENP002150,SPENP013985,SPENP015660,SPENP017177,SPENP019921,SPENP024462	69
SPENO003772	SPENT005965	955	3	30	221	0.254	0.7614	SPENP000395	192
SPENO003773	SPENT005896	3544	1	169	1758	0.1853	1.0	SPENP001362,SPENP015536,SPENP000971,SPENP006867,SPENP001383,SPENP013652,SPENP016307,SPENP017891,SPENP020638,SPENP001065,SPENP007037,SPENP017335,SPENP020117,SPENP024598,SPENP025507,SPENP025974,SPENP026262	1590
SPENO003774	SPENT005043	4184	3	1641	1895	0.119	0.0159	SPENP011917,SPENP014825,SPENP015654	255
SPENO003775	SPENT003814	829	2	266	370	0.2353	0.0007	SPENP016990	105
SPENO003776	SPENT000232	1590	3	471	758	0.2947	0.2421	SPENP000147,SPENP000999,SPENP003959,SPENP007591,SPENP008834,SPENP010117,SPENP010118,SPENP011330,SPENP013271,SPENP018980,SPENP018981,SPENP018982,SPENP020012,SPENP022452,SPENP022453,SPENP023947,SPENP025118,SPENP000336,SPENP001212,SPENP004270,SPENP007703,SPENP010467,SPENP010468,SPENP011511,SPENP013484,SPENP015080,SPENP019397,SPENP019398,SPENP019399,SPENP020314,SPENP022784,SPENP022785,SPENP024122,SPENP025272,SPENP026759,SPENP027406,SPENP027407,SPENP028140	288
SPENO003777	SPENT000232	1590	1	721	1590	0.2491	0.9914	SPENP004195,SPENP010387,SPENP010388,SPENP020252,SPENP004292,SPENP009068,SPENP020680,SPENP023198,SPENP023199,SPENP022946,SPENP022947,SPENP000918,SPENP019965	870
SPENO003778	SPENT004392	890	3	588	728	0.3913	0.0677	SPENP020480	141
SPENO003779	SPENT005826	4901	2	722	817	0.2581	0.0083	SPENP016990	96
SPENO003780	SPENT002083	5589	2	3284	3403	0.3077	0.0854	SPENP024590	120
SPENO003781	SPENT004935	6428	1	2653	2916	0.1379	0.0053	SPENP023595	264
SPENO003782	SPENT001914	2466	1	1831	1950	0.4872	0.0044	SPENP004494	120
SPENO003783	SPENT003935	8299	2	6221	6412	0.127	0.0006	SPENP016990	192
SPENO003784	SPENT004997	2970	1	2395	2454	0.7368	0.0004	SPENP024086	60
SPENO003785	SPENT001525	7192	3	5964	6074	0.2222	0.0025	SPENP003398	111
SPENO003786	SPENT005533	1477	1	361	555	0.4688	0.3814	SPENP000613,SPENP014680,SPENP016386,SPENP025594,SPENP028492	195
SPENO003787	SPENT000151	7849	1	2041	2094	0.4706	0.0001	SPENP000813	54
SPENO003788	SPENT004096	895	1	295	627	0.3091	0.0942	SPENP017978	333
SPENO003789	SPENT001322	4128	3	648	1556	0.106	0.9848	SPENP000387,SPENP002634,SPENP004341,SPENP007240,SPENP008502,SPENP010601,SPENP010602,SPENP013497,SPENP014367,SPENP016042,SPENP017615,SPENP018329,SPENP020404,SPENP024158,SPENP026064,SPENP027306,SPENP028653	909
SPENO003790	SPENT001322	4128	1	49	711	0.3545	0.9343	SPENP013377,SPENP009292,SPENP013172,SPENP018818,SPENP018819,SPENP018820,SPENP007755,SPENP008933,SPENP009241,SPENP000746,SPENP013587,SPENP019631,SPENP019632,SPENP019633,SPENP026300,SPENP028419	663
SPENO003791	SPENT002816	2779	1	31	264	0.5974	0.1979	SPENP000747,SPENP007830,SPENP013073,SPENP023064,SPENP023065,SPENP022154,SPENP022155,SPENP008960,SPENP022992,SPENP022993,SPENP008917,SPENP022820,SPENP022821,SPENP028298	234
SPENO003792	SPENT005587	50445	2	15665	15853	0.2097	0.0035	SPENP014961	189
SPENO003793	SPENT002964	5248	1	40	1758	0.1573	1.0	SPENP000190,SPENP008606,SPENP016278,SPENP008630,SPENP016045	1719
SPENO003794	SPENT000224	578	3	51	194	0.2128	0.0168	SPENP000121,SPENP000960,SPENP002171,SPENP008090,SPENP013230,SPENP018096,SPENP024443	144
SPENO003795	SPENT004903	3119	3	2700	2849	0.2449	0.0008	SPENP023595	150
SPENO003796	SPENT003012	408	1	208	408	0.1515	0.1066	SPENP025063	201
SPENO003797	SPENT000616	1561	2	515	961	0.2635	0.5541	SPENP001614,SPENP012971,SPENP013033,SPENP001423,SPENP001458,SPENP012892,SPENP016458	447
SPENO003798	SPENT001341	473	1	1	183	0.3	0.0281	SPENP002710	183
SPENO003799	SPENT003362	2146	3	120	458	0.1071	0.1157	SPENP011350	339
SPENO003800	SPENT002597	727	2	521	712	0.1746	0.1528	SPENP006969	192
SPENO003801	SPENT000393	1189	1	16	495	0.1447	0.6855	SPENP001089,SPENP025152,SPENP000209,SPENP001534,SPENP010156,SPENP024580,SPENP015781,SPENP020112,SPENP009180,SPENP003142,SPENP012328,SPENP010155,SPENP020970,SPENP007032,SPENP020971,SPENP012924,SPENP012767,SPENP013776,SPENP002347,SPENP009469,SPENP020968,SPENP016492,SPENP014127,SPENP023583,SPENP013333,SPENP020969,SPENP013775,SPENP012329,SPENP022570,SPENP017333,SPENP029525,SPENP011362,SPENP014913,SPENP006454,SPENP022571,SPENP007605,SPENP018139,SPENP008238,SPENP011961,SPENP025856,SPENP026346,SPENP027858,SPENP028639	480
SPENO003802	SPENT000587	5676	1	2767	2838	0.9565	0.0011	SPENP001365	72
SPENO003803	SPENT002876	1792	2	419	1045	0.0625	0.9994	SPENP017469,SPENP008264,SPENP017359	627
SPENO003804	SPENT004844	8497	2	2222	2605	0.0945	0.028	SPENP023595	384
SPENO003805	SPENT000664	628	1	19	231	0.7571	0.1293	SPENP011361,SPENP025162,SPENP023493,SPENP001472,SPENP009142,SPENP009971,SPENP009972,SPENP011286,SPENP012226,SPENP012227,SPENP023511,SPENP023868,SPENP025077,SPENP010895,SPENP010896,SPENP024250,SPENP009716,SPENP011153,SPENP011154,SPENP011791,SPENP001805,SPENP009135,SPENP009409,SPENP009935,SPENP009936,SPENP011293,SPENP023860,SPENP025042	213
SPENO003806	SPENT004347	667	3	468	551	0.4815	0.0021	SPENP020161	84
SPENO003807	SPENT000596	558	1	121	360	0.7848	0.0608	SPENP002118,SPENP003845,SPENP004765,SPENP006887,SPENP007559,SPENP008073,SPENP009901,SPENP009902,SPENP013991,SPENP014821,SPENP015657,SPENP017210,SPENP018083,SPENP019901,SPENP022336,SPENP022337,SPENP023519,SPENP002004,SPENP006796,SPENP007932,SPENP013125,SPENP013885,SPENP014745,SPENP015498,SPENP017040,SPENP018006,SPENP019786,SPENP024358,SPENP001391,SPENP002924,SPENP004686,SPENP004941,SPENP007902,SPENP011081,SPENP011082,SPENP018529,SPENP020666,SPENP023792,SPENP000551,SPENP008692,SPENP015213,SPENP018491,SPENP020608,SPENP000495,SPENP002783,SPENP004924,SPENP008621,SPENP010865,SPENP010866,SPENP014519,SPENP015188,SPENP016215,SPENP017802,SPENP018444,SPENP020530,SPENP023038,SPENP023039,SPENP024881,SPENP004638,SPENP018492,SPENP020631,SPENP025930,SPENP025986,SPENP026137,SPENP027013,SPENP027145,SPENP027146,SPENP027411,SPENP028613	240
SPENO003808	SPENT002249	498	1	1	339	0.0982	0.7802	SPENP004755,SPENP004791	339
SPENO003809	SPENT002447	1847	3	48	146	0.3438	0.0077	SPENP006400	99
SPENO003810	SPENT003500	2779	2	119	331	0.1286	0.0177	SPENP016699	213
SPENO003811	SPENT004772	550	2	5	307	0.12	0.0354	SPENP023595	303
SPENO003812	SPENT004548	2223	1	571	711	0.2826	0.0031	SPENP022602,SPENP022603	141
SPENO003813	SPENT003398	3808	2	3581	3679	0.4688	0.0023	SPENP000365,SPENP011520	99
SPENO003814	SPENT000051	253	2	2	253	0.4217	0.0299	SPENP015673,SPENP004159,SPENP006523,SPENP010431,SPENP010432,SPENP014253,SPENP015936,SPENP017489,SPENP018273,SPENP016778,SPENP006946,SPENP000010,SPENP000781,SPENP001415,SPENP002013,SPENP003741,SPENP006295,SPENP006797,SPENP007508,SPENP009340,SPENP009751,SPENP009752,SPENP011874,SPENP013127,SPENP013924,SPENP015494,SPENP017026,SPENP018015,SPENP018746,SPENP018747,SPENP018748,SPENP019767,SPENP023219,SPENP023441,SPENP023807,SPENP024987,SPENP000235,SPENP001092,SPENP001559,SPENP002383,SPENP004068,SPENP007064,SPENP007649,SPENP009519,SPENP010227,SPENP010228,SPENP011434,SPENP012010,SPENP013381,SPENP014175,SPENP014960,SPENP015867,SPENP017430,SPENP018199,SPENP019268,SPENP019269,SPENP019270,SPENP020172,SPENP022594,SPENP022595,SPENP023357,SPENP024025,SPENP025199	252
SPENO003815	SPENT004516	1255	2	134	1063	0.0971	0.9893	SPENP023036,SPENP023037,SPENP022426,SPENP022427	930
SPENO003816	SPENT003019	1110	2	98	136	0.9167	0.0062	SPENP025104	39
SPENO003817	SPENT001374	808	3	33	446	0.146	0.2071	SPENP000511,SPENP002770,SPENP004516,SPENP007391,SPENP008614,SPENP014512,SPENP015189,SPENP016203,SPENP017787,SPENP018439,SPENP020531,SPENP024890,SPENP025395,SPENP026184,SPENP027477,SPENP029524	414
SPENO003818	SPENT004655	1394	1	61	210	0.2041	0.0323	SPENP023272	150
SPENO003819	SPENT003805	3912	3	1875	2183	0.0784	0.0065	SPENP016990	309
SPENO003820	SPENT005611	686	3	3	143	0.3043	0.1661	SPENP015044	141
SPENO003821	SPENT005961	1644	3	9	161	0.32	0.7728	SPENP000395,SPENP025618	153
SPENO003822	SPENT005048	4897	1	1858	1905	0.7333	0.0005	SPENP011940	48
SPENO003823	SPENT002087	1205	2	602	643	0.9231	0.0001	SPENP011968,SPENP024593	42
SPENO003824	SPENT002064	626	1	37	189	0.56	0.7043	SPENP006935,SPENP008159,SPENP011943,SPENP013296,SPENP014896,SPENP016468,SPENP024547,SPENP006818,SPENP000322,SPENP004859,SPENP007153,SPENP008382,SPENP009542,SPENP012978,SPENP013421,SPENP019337,SPENP019338,SPENP019339,SPENP020264,SPENP023653,SPENP024718,SPENP004918,SPENP007357,SPENP007815	153
SPENO003825	SPENT000307	1174	1	760	915	0.1961	0.0163	SPENP000891	156
SPENO003826	SPENT000758	1581	3	534	749	0.1972	0.0116	SPENP002469,SPENP015938,SPENP001570,SPENP002408,SPENP010327,SPENP010328,SPENP012965,SPENP015909,SPENP017472,SPENP020160,SPENP024046,SPENP025179,SPENP028035	216
SPENO003827	SPENT004944	595	2	215	328	0.3514	0.3157	SPENP023617	114
SPENO003828	SPENT003215	583	2	38	268	0.1447	0.035	SPENP023573,SPENP009394,SPENP023503	231
SPENO003829	SPENT005929	3531	1	1630	2835	0.3292	0.9997	SPENP016838,SPENP008237,SPENP023068,SPENP023069,SPENP008427,SPENP016685,SPENP011472,SPENP022766,SPENP022767,SPENP022322,SPENP022323,SPENP008712,SPENP028587,SPENP028632	1206
SPENO003830	SPENT002627	3177	1	2773	2841	0.5909	0.0064	SPENP007055	69
SPENO003831	SPENT004746	3088	2	611	745	0.2727	0.0004	SPENP023595	135
SPENO003832	SPENT002920	4074	3	2559	2663	0.4118	0.0056	SPENP008326,SPENP008386	105
SPENO003833	SPENT004676	3752	1	2437	2475	0.8333	0.0057	SPENP023464,SPENP023505	39
SPENO003834	SPENT005118	8709	2	26	73	1.0	0.0532	SPENP012056	48
SPENO003835	SPENT001915	2434	2	1799	1918	0.4872	0.0044	SPENP004494	120
SPENO003836	SPENT000469	3502	1	145	483	0.4107	0.1723	SPENP023264,SPENP002441,SPENP014173,SPENP015891,SPENP017474,SPENP023335,SPENP024681,SPENP023218,SPENP000335,SPENP001221,SPENP001639,SPENP002526,SPENP004296,SPENP007180,SPENP008443,SPENP010543,SPENP010544,SPENP013462,SPENP016015,SPENP017607,SPENP018296,SPENP020366,SPENP023378,SPENP024116,SPENP024764,SPENP015592,SPENP023246	339
SPENO003837	SPENT005503	482	1	124	258	0.3864	0.1041	SPENP014424	135
SPENO003838	SPENT002704	3885	2	1196	1246	1.0	0.0003	SPENP007284	51
SPENO003839	SPENT001760	4199	1	490	675	0.2295	0.0067	SPENP004135	186
SPENO003840	SPENT001807	3503	3	897	1118	0.1918	0.0316	SPENP004206,SPENP028608	222
SPENO003841	SPENT003711	523	2	230	481	0.1084	0.1464	SPENP016829	252
SPENO003842	SPENT005802	1689	1	262	495	0.1299	0.1022	SPENP024459	234
SPENO003843	SPENT001666	509	1	49	276	0.52	0.1352	SPENP005369,SPENP019252,SPENP018220,SPENP007632,SPENP029054,SPENP010254,SPENP011395,SPENP005370,SPENP017466,SPENP010500,SPENP013917,SPENP011227,SPENP028565,SPENP022662,SPENP022663,SPENP024665,SPENP014181,SPENP029290,SPENP019251,SPENP007116,SPENP005373,SPENP008320,SPENP010253,SPENP004059,SPENP014756,SPENP013931,SPENP016996,SPENP029114,SPENP019250,SPENP029312,SPENP015004,SPENP006829,SPENP003817,SPENP007986,SPENP029151,SPENP005371,SPENP013392,SPENP005372,SPENP025184,SPENP010499,SPENP025769,SPENP028464,SPENP028961,SPENP029028,SPENP029106	228
SPENO003844	SPENT003415	623	3	66	419	0.1453	0.1855	SPENP011574	354
SPENO003845	SPENT000172	4683	1	148	267	0.5641	0.0038	SPENP002382,SPENP008288,SPENP015887,SPENP000875,SPENP002036,SPENP008034,SPENP013196,SPENP015549,SPENP019808	120
SPENO003846	SPENT005123	2224	1	4	66	0.8	0.0111	SPENP012073	63
SPENO003847	SPENT001459	1281	1	925	1281	0.1102	0.0686	SPENP003160	357
SPENO003848	SPENT004106	1893	2	1070	1123	0.5882	0.0115	SPENP018058	54
SPENO003849	SPENT005122	2728	1	1486	1611	0.3902	0.0035	SPENP012071	126
SPENO003850	SPENT001193	1108	3	102	332	0.1711	0.3539	SPENP014110,SPENP015832,SPENP008118,SPENP014891,SPENP017247,SPENP020008,SPENP002369,SPENP006442,SPENP008221,SPENP015811,SPENP017309,SPENP020102,SPENP000247,SPENP002392,SPENP004121,SPENP006504,SPENP007066,SPENP014177,SPENP015884	231
SPENO003851	SPENT005394	1489	3	315	716	0.2632	0.1015	SPENP013694	402
SPENO003852	SPENT000847	672	1	148	417	0.4157	0.0382	SPENP001705,SPENP014507,SPENP016180,SPENP020507,SPENP020460,SPENP028362	270
SPENO003853	SPENT000701	1982	1	457	501	0.7857	0.0041	SPENP001523	45
SPENO003854	SPENT005658	1068	2	29	358	0.1284	0.4534	SPENP015321	330
SPENO003855	SPENT002109	965	2	14	493	0.1195	0.9656	SPENP014499	480
SPENO003856	SPENT002109	965	1	523	732	0.1739	0.7753	SPENP007039,SPENP024618	210
SPENO003857	SPENT000643	797	1	100	417	0.2381	0.0727	SPENP001446,SPENP001787,SPENP009368,SPENP009887,SPENP009888,SPENP011255,SPENP023847,SPENP024998,SPENP001805,SPENP009135,SPENP009409,SPENP009935,SPENP009936,SPENP011293,SPENP023860,SPENP025042,SPENP011522,SPENP025280,SPENP028837	318
SPENO003858	SPENT002971	3982	3	150	374	0.2838	0.0119	SPENP008654	225
SPENO003859	SPENT001831	13441	2	10721	10837	0.3947	0.0013	SPENP004269	117
SPENO003860	SPENT004539	1491	1	1282	1335	0.7647	0.0002	SPENP022674,SPENP022675	54
SPENO003861	SPENT003607	7329	3	1038	1238	0.1364	0.0069	SPENP016789	201
SPENO003862	SPENT003943	2514	3	1530	1766	0.1026	0.0251	SPENP016990	237
SPENO003863	SPENT002657	15454	1	7105	7146	1.0	0.0004	SPENP007101,SPENP011997	42
SPENO003864	SPENT003312	4998	2	743	3928	0.0283	1.0	SPENP011125,SPENP011126	3186
SPENO003865	SPENT002599	1225	1	106	345	0.1392	0.26	SPENP006944	240
SPENO003866	SPENT002599	1225	2	611	775	0.7407	0.147	SPENP000438,SPENP016256,SPENP000556,SPENP016274	165
SPENO003867	SPENT001450	1989	2	14	445	0.2168	0.5248	SPENP011788	432
SPENO003868	SPENT001450	1989	3	375	1568	0.3552	0.9999	SPENP023787,SPENP006888,SPENP016912,SPENP003118,SPENP019004,SPENP019005,SPENP019006,SPENP022450,SPENP022451,SPENP023559,SPENP006800,SPENP022176,SPENP022177,SPENP023460,SPENP006780,SPENP007257,SPENP023717,SPENP003102,SPENP008831,SPENP019001,SPENP019002,SPENP019003,SPENP006919,SPENP008837,SPENP022420,SPENP022421,SPENP008984,SPENP023026,SPENP023027,SPENP007297,SPENP006779,SPENP022172,SPENP022173,SPENP025733,SPENP025749,SPENP025796,SPENP026040,SPENP026075	1194
SPENO003869	SPENT005194	1601	3	15	104	0.2759	0.0002	SPENP012714	90
SPENO003870	SPENT006056	3105	2	407	1690	0.1499	1.0	SPENP024817,SPENP024421,SPENP027671,SPENP027809,SPENP027942,SPENP027943,SPENP028101,SPENP028160	1284
SPENO003871	SPENT001836	14676	3	5073	5498	0.1064	0.2984	SPENP004278	426
SPENO003872	SPENT003103	654	2	368	568	0.2424	0.1326	SPENP008942	201
SPENO003873	SPENT006052	1973	1	43	111	0.6364	0.0013	SPENP000302	69
SPENO003874	SPENT004477	349	3	198	305	0.2571	0.0016	SPENP022212,SPENP022213	108
SPENO003875	SPENT004661	208	2	2	208	0.1618	0.0177	SPENP023304	207
SPENO003876	SPENT002035	1008	3	750	944	0.1562	0.5889	SPENP024452	195
SPENO003877	SPENT000036	403	2	23	316	0.1856	0.2341	SPENP000792,SPENP000959	294
SPENO003878	SPENT004461	412	1	1	147	0.1667	0.0256	SPENP022154,SPENP022155	147
SPENO003879	SPENT005911	910	1	31	366	0.4955	0.0725	SPENP003303,SPENP004522,SPENP005929,SPENP005930,SPENP005931,SPENP005932,SPENP005933,SPENP007831,SPENP016199,SPENP016628,SPENP018684,SPENP018685,SPENP021500,SPENP021501,SPENP021502,SPENP021503,SPENP025402,SPENP021724,SPENP021725,SPENP021726,SPENP021727,SPENP001762,SPENP002902,SPENP003351,SPENP003694,SPENP004667,SPENP006149,SPENP006150,SPENP006151,SPENP006152,SPENP006153,SPENP006743,SPENP012654,SPENP012655,SPENP014639,SPENP015446,SPENP016326,SPENP018700,SPENP018701,SPENP020640,SPENP021824,SPENP021825,SPENP021826,SPENP021827,SPENP022008,SPENP022009,SPENP022010,SPENP022011,SPENP000257,SPENP002433,SPENP003165,SPENP003544,SPENP004117,SPENP005414,SPENP005415,SPENP005416,SPENP005417,SPENP005418,SPENP006493,SPENP007088,SPENP008293,SPENP008877,SPENP012008,SPENP012360,SPENP012361,SPENP013375,SPENP014202,SPENP014980,SPENP015312,SPENP015865,SPENP016507,SPENP017438,SPENP018636,SPENP018637,SPENP020187,SPENP021024,SPENP021025,SPENP021026,SPENP021027,SPENP022634,SPENP022635,SPENP025187,SPENP003307,SPENP015400,SPENP026845,SPENP026848,SPENP026849,SPENP027003,SPENP027004,SPENP027291,SPENP028270,SPENP028898,SPENP028928,SPENP028946,SPENP029186,SPENP029287,SPENP029324,SPENP029339	336
SPENO003880	SPENT002702	3985	2	1196	1246	1.0	0.0003	SPENP007284	51
SPENO003881	SPENT002977	1015	1	91	498	0.2148	0.7273	SPENP018956,SPENP018957,SPENP018958,SPENP019121,SPENP019122,SPENP019123,SPENP025133,SPENP028250,SPENP028414,SPENP029058	408
SPENO003882	SPENT005865	623	3	6	56	1.0	0.0038	SPENP007264	51
SPENO003883	SPENT000530	748	2	20	373	0.2564	0.2014	SPENP020179,SPENP001290,SPENP017701,SPENP020431	354
SPENO003884	SPENT006057	768	2	548	604	1.0	0.0182	SPENP000464	57
SPENO003885	SPENT005631	233	1	1	216	0.2254	0.224	SPENP015104	216
SPENO003886	SPENT004349	1331	2	1235	1306	0.5652	0.0017	SPENP020154	72
SPENO003887	SPENT001347	2736	1	625	786	0.3396	0.0144	SPENP002699,SPENP014431,SPENP017733	162
SPENO003888	SPENT005291	434	2	23	256	0.1558	0.0585	SPENP012926	234
SPENO003889	SPENT002641	2844	3	1362	2048	0.1798	0.9961	SPENP009915,SPENP009916,SPENP019958,SPENP000777,SPENP020690	687
SPENO003890	SPENT002641	2844	2	758	1327	0.164	0.9102	SPENP007090,SPENP010259,SPENP010260,SPENP014978,SPENP020193,SPENP015152	570
SPENO003891	SPENT002085	488	3	84	173	0.4138	0.1134	SPENP024559	90
SPENO003892	SPENT003817	1117	3	387	587	0.1212	0.0048	SPENP016990	201
SPENO003893	SPENT001482	1046	1	115	747	0.1333	0.7756	SPENP023273,SPENP003224,SPENP004351,SPENP009597,SPENP016569,SPENP016574,SPENP021332,SPENP021333,SPENP021334,SPENP021335,SPENP003254,SPENP004415,SPENP016577	633
SPENO003894	SPENT002216	1836	1	28	354	0.1944	0.049	SPENP017815,SPENP019658,SPENP019659,SPENP019660,SPENP024904,SPENP025411	327
SPENO003895	SPENT002216	1836	1	1240	1380	0.3261	0.0123	SPENP020367	141
SPENO003896	SPENT001431	925	3	18	452	0.4028	0.2766	SPENP017948,SPENP020682,SPENP021944,SPENP021945,SPENP021946,SPENP021947,SPENP025471,SPENP018696,SPENP018697,SPENP022084,SPENP022085,SPENP022086,SPENP022087	435
SPENO003897	SPENT004756	1732	2	599	811	0.1714	0.0086	SPENP023595	213
SPENO003898	SPENT002206	1053	1	865	927	0.8	0.6856	SPENP011544	63
SPENO003899	SPENT002206	1053	1	49	354	0.2079	0.9383	SPENP024903,SPENP024898	306
SPENO003900	SPENT003498	2984	3	324	536	0.1286	0.0175	SPENP016699	213
SPENO003901	SPENT004070	580	1	379	567	0.2903	0.0117	SPENP017729,SPENP018405	189
SPENO003902	SPENT002839	1674	2	329	451	0.55	0.0078	SPENP008028,SPENP008301	123
SPENO003903	SPENT005637	624	3	342	467	0.3902	0.0159	SPENP015093	126
SPENO003904	SPENT001080	1779	1	535	732	0.1538	0.0432	SPENP002136,SPENP002067	198
SPENO003905	SPENT002799	851	3	138	254	0.4211	0.0085	SPENP007748	117
SPENO003906	SPENT002498	2177	2	602	709	0.4571	0.0117	SPENP006599	108
SPENO003907	SPENT005583	2786	3	1347	1556	0.1739	0.1976	SPENP014944	210
SPENO003908	SPENT002990	552	2	146	235	0.3103	0.0683	SPENP025039	90
SPENO003909	SPENT001752	5969	2	2417	2533	0.3684	0.0059	SPENP004157	117
SPENO003910	SPENT001903	833	3	105	239	0.6818	0.4124	SPENP004467,SPENP015771,SPENP015813	135
SPENO003911	SPENT000678	5412	2	4607	4651	0.7143	0.0004	SPENP001480	45
SPENO003912	SPENT001425	1185	3	30	236	0.4412	0.0235	SPENP002960	207
