orf_id	associated_transcript_id	trans_len	reading_frame	ORF_start	ORF_end	peptide_coverage	CPAT_score	associated_peptide_id	ORF_length(nt)
SPENO000204	SPENT000079	852	1	322	717	0.8397	0.8302	SPENP007504,SPENP011209,SPENP011210,SPENP011817,SPENP015488,SPENP025494,SPENP001949,SPENP002771,SPENP006681,SPENP007406,SPENP010877,SPENP010878,SPENP011660,SPENP012580,SPENP012581,SPENP013588,SPENP014528,SPENP015181,SPENP015402,SPENP017777,SPENP020534,SPENP023056,SPENP023057,SPENP023762,SPENP024889,SPENP025406,SPENP015448,SPENP018704,SPENP018705,SPENP011757,SPENP015453,SPENP021836,SPENP021837,SPENP021838,SPENP021839,SPENP001950,SPENP002774,SPENP004548,SPENP006682,SPENP007827,SPENP010881,SPENP010882,SPENP011667,SPENP012564,SPENP012565,SPENP013595,SPENP015407,SPENP023422,SPENP023172,SPENP023173,SPENP003369,SPENP004704,SPENP007915,SPENP015465,SPENP018708,SPENP018709,SPENP015487,SPENP000011,SPENP000787,SPENP001416,SPENP002012,SPENP003025,SPENP003433,SPENP003725,SPENP004949,SPENP004950,SPENP004951,SPENP004952,SPENP004953,SPENP006290,SPENP006789,SPENP007510,SPENP007941,SPENP009729,SPENP009730,SPENP011221,SPENP011877,SPENP012152,SPENP012153,SPENP013137,SPENP013906,SPENP014758,SPENP015246,SPENP015495,SPENP017019,SPENP018728,SPENP018729,SPENP018730,SPENP019760,SPENP020744,SPENP020745,SPENP020746,SPENP020747,SPENP022170,SPENP022171,SPENP023221,SPENP023229,SPENP023443,SPENP023805,SPENP024355,SPENP024984,SPENP001923,SPENP002645,SPENP003250,SPENP004401,SPENP006627,SPENP007300,SPENP007772,SPENP010681,SPENP010682,SPENP011577,SPENP013535,SPENP015371,SPENP018670,SPENP018671,SPENP019526,SPENP019527,SPENP019528,SPENP023413,SPENP023737,SPENP000104,SPENP000932,SPENP001484,SPENP001803,SPENP002130,SPENP003073,SPENP003468,SPENP003875,SPENP005134,SPENP005135,SPENP005136,SPENP005137,SPENP005138,SPENP006366,SPENP006909,SPENP007570,SPENP009947,SPENP009948,SPENP011921,SPENP012218,SPENP012219,SPENP014022,SPENP015273,SPENP015675,SPENP017175,SPENP018594,SPENP018595,SPENP018947,SPENP018948,SPENP018949,SPENP019964,SPENP020860,SPENP020861,SPENP020862,SPENP020863,SPENP023278,SPENP023538,SPENP023891,SPENP000478,SPENP001332,SPENP001706,SPENP001941,SPENP002737,SPENP003294,SPENP003651,SPENP004498,SPENP005904,SPENP005905,SPENP005906,SPENP005907,SPENP005908,SPENP006667,SPENP007363,SPENP007822,SPENP008601,SPENP010835,SPENP010836,SPENP011647,SPENP012104,SPENP012550,SPENP012551,SPENP013566,SPENP014480,SPENP015172,SPENP015396,SPENP016176,SPENP017751,SPENP018678,SPENP018679,SPENP019592,SPENP019593,SPENP019594,SPENP020524,SPENP021464,SPENP021465,SPENP021466,SPENP021467,SPENP023002,SPENP023003,SPENP023749,SPENP024228,SPENP024866,SPENP025374,SPENP003193,SPENP003601,SPENP004258,SPENP007730,SPENP012434,SPENP012435,SPENP018648,SPENP018649,SPENP019400,SPENP019401,SPENP019402,SPENP023702,SPENP024093,SPENP021412,SPENP021413,SPENP021414,SPENP021415,SPENP001199,SPENP001897,SPENP002563,SPENP004286,SPENP005699,SPENP005700,SPENP005701,SPENP005702,SPENP005703,SPENP006572,SPENP007211,SPENP007710,SPENP010519,SPENP010520,SPENP011524,SPENP012054,SPENP012416,SPENP012417,SPENP013455,SPENP014321,SPENP015052,SPENP015345,SPENP017569,SPENP019463,SPENP019464,SPENP019465,SPENP020356,SPENP022772,SPENP022773,SPENP023380,SPENP023699,SPENP024106,SPENP024763,SPENP025290,SPENP001210,SPENP001898,SPENP002541,SPENP004266,SPENP006548,SPENP007202,SPENP007701,SPENP010471,SPENP010472,SPENP011499,SPENP012039,SPENP012424,SPENP012425,SPENP013482,SPENP014301,SPENP015065,SPENP015337,SPENP017560,SPENP019406,SPENP019407,SPENP019408,SPENP020320,SPENP022786,SPENP022787,SPENP023389,SPENP023691,SPENP024104,SPENP024748,SPENP025277,SPENP004602,SPENP015422,SPENP018698,SPENP018699,SPENP003267,SPENP006637,SPENP010763,SPENP010764,SPENP012510,SPENP012511,SPENP015382,SPENP018672,SPENP018673,SPENP019565,SPENP019566,SPENP019567,SPENP021396,SPENP021397,SPENP021398,SPENP021399,SPENP024197,SPENP002032,SPENP003723,SPENP012150,SPENP012151,SPENP015243,SPENP017025,SPENP019747,SPENP004611,SPENP007867,SPENP010991,SPENP010992,SPENP011720,SPENP012620,SPENP012621,SPENP013628,SPENP015433,SPENP019679,SPENP019680,SPENP019681,SPENP020604,SPENP023432,SPENP024276,SPENP025433	396
SPENO000205	SPENT004422	2820	2	8	340	0.2545	0.0999	SPENP014661,SPENP020659	333
SPENO000206	SPENT004185	932	1	25	318	0.3093	0.8566	SPENP019022,SPENP019023,SPENP019024,SPENP019163,SPENP019164,SPENP019165,SPENP013727,SPENP013728,SPENP018824,SPENP018825,SPENP018826,SPENP018878,SPENP018879,SPENP018880,SPENP018743,SPENP018744,SPENP018745	294
SPENO000207	SPENT003494	783	1	256	360	0.2647	0.0249	SPENP016697	105
SPENO000208	SPENT003466	504	1	295	501	0.2647	0.4795	SPENP011837,SPENP012831	207
SPENO000209	SPENT001725	2702	2	791	1150	0.3361	0.9641	SPENP004086,SPENP027561,SPENP027607,SPENP028100	360
SPENO000210	SPENT004947	2178	2	299	451	0.26	0.0464	SPENP023624	153
SPENO000211	SPENT004928	1888	2	521	772	0.1446	0.0018	SPENP023595	252
SPENO000212	SPENT005338	9352	3	1446	1667	0.137	0.011	SPENP013208	222
SPENO000213	SPENT002285	821	2	32	223	0.7619	0.1059	SPENP004809,SPENP008849,SPENP023317,SPENP009021,SPENP004855,SPENP029452	192
SPENO000214	SPENT003039	7270	1	2353	2394	0.6923	0.0053	SPENP008795	42
SPENO000215	SPENT005694	2065	3	111	401	0.1354	0.0298	SPENP015896	291
SPENO000216	SPENT002489	1342	2	101	394	0.3093	0.1988	SPENP006585,SPENP011447	294
SPENO000217	SPENT003473	1675	2	1565	1648	0.7037	0.0001	SPENP011840	84
SPENO000218	SPENT000472	718	1	298	684	0.4688	0.8088	SPENP000267,SPENP004106,SPENP006488,SPENP007089,SPENP010319,SPENP010320,SPENP011386,SPENP013386,SPENP014973,SPENP018210,SPENP025207,SPENP001202,SPENP004252,SPENP011501,SPENP025282,SPENP000421,SPENP000719,SPENP001269,SPENP004385,SPENP006624,SPENP007315,SPENP010649,SPENP010650,SPENP011604,SPENP013531,SPENP014410,SPENP015124,SPENP018370,SPENP024188,SPENP025328,SPENP013111	387
SPENO000219	SPENT000332	512	2	95	412	0.2571	0.0328	SPENP004159,SPENP006523,SPENP010431,SPENP010432,SPENP014253,SPENP015936,SPENP017489,SPENP018273,SPENP016778,SPENP002379,SPENP004093,SPENP007060,SPENP010291,SPENP010292,SPENP018234,SPENP020169,SPENP001024,SPENP001527,SPENP002264,SPENP006412,SPENP006954,SPENP009465,SPENP010111,SPENP010112,SPENP013270,SPENP014102,SPENP014902,SPENP015684,SPENP017306,SPENP018133,SPENP018971,SPENP018972,SPENP018973,SPENP020014,SPENP023945,SPENP024502,SPENP000235,SPENP001092,SPENP001559,SPENP002383,SPENP004068,SPENP007064,SPENP007649,SPENP009519,SPENP010227,SPENP010228,SPENP011434,SPENP012010,SPENP013381,SPENP014175,SPENP014960,SPENP015867,SPENP017430,SPENP018199,SPENP019268,SPENP019269,SPENP019270,SPENP020172,SPENP022594,SPENP022595,SPENP023357,SPENP024025,SPENP025199,SPENP002338,SPENP003994,SPENP014137,SPENP015837,SPENP017357,SPENP020145,SPENP023985,SPENP024604	318
SPENO000220	SPENT002260	342	2	179	325	0.2083	0.0314	SPENP004774	147
SPENO000221	SPENT005948	3048	3	159	281	0.25	0.0024	SPENP023871	123
SPENO000222	SPENT002231	806	2	107	280	0.4912	0.2122	SPENP000591,SPENP006179,SPENP006180,SPENP006181,SPENP006182,SPENP006183,SPENP007484,SPENP009060,SPENP014656,SPENP016365,SPENP017924,SPENP020670,SPENP024956	174
SPENO000223	SPENT005349	520	1	301	447	0.25	0.4421	SPENP013318	147
SPENO000224	SPENT001475	8001	1	2635	2784	0.2857	0.0011	SPENP003183,SPENP004209,SPENP021084,SPENP021085,SPENP021086,SPENP021087	150
SPENO000225	SPENT001028	2680	1	535	732	0.1538	0.041	SPENP002136,SPENP002067	198
SPENO000226	SPENT000563	7335	1	5521	5583	0.95	0.0003	SPENP001330	63
SPENO000227	SPENT001778	3907	3	2514	2621	0.4	0.0234	SPENP004172	108
SPENO000228	SPENT004268	2428	3	570	686	0.3947	0.0009	SPENP020350	117
SPENO000229	SPENT005427	2976	2	1760	1822	0.85	0.0043	SPENP013857,SPENP013858	63
SPENO000230	SPENT003201	481	3	6	125	0.5385	0.0068	SPENP009296	120
SPENO000231	SPENT001858	4519	3	3633	3752	0.4103	0.0034	SPENP004358	120
SPENO000232	SPENT000109	5413	1	2671	2712	0.6923	0.0023	SPENP000835,SPENP000832	42
SPENO000233	SPENT003621	4505	2	980	1075	0.2903	0.0012	SPENP016789	96
SPENO000234	SPENT004616	1210	3	321	404	0.6296	0.0118	SPENP022922,SPENP022923	84
SPENO000235	SPENT005286	564	3	87	236	0.2245	0.1736	SPENP012917	150
SPENO000236	SPENT003961	6782	1	1777	2130	0.0684	0.009	SPENP016990	354
SPENO000237	SPENT001979	399	2	275	352	0.68	0.0106	SPENP016731,SPENP006807,SPENP009342,SPENP024371,SPENP025760	78
SPENO000238	SPENT000928	723	2	128	382	0.3929	0.1105	SPENP001946,SPENP013597,SPENP025399,SPENP001861,SPENP004825,SPENP013365,SPENP019208,SPENP019209,SPENP019210,SPENP023338,SPENP023620,SPENP025190,SPENP013293,SPENP019064,SPENP019065,SPENP019066,SPENP025099,SPENP026177,SPENP026636,SPENP028202	255
SPENO000239	SPENT003182	2082	3	1695	1877	0.2833	0.3462	SPENP009263	183
SPENO000240	SPENT005526	11636	3	10290	10370	0.9615	0.0003	SPENP014622	81
SPENO000241	SPENT000952	308	1	13	279	0.3182	0.0123	SPENP001916,SPENP024139,SPENP023989	267
SPENO000242	SPENT004840	3400	1	2443	2781	0.1071	0.0033	SPENP023595	339
SPENO000243	SPENT001228	1790	2	242	631	0.1008	0.2479	SPENP002376	390
SPENO000244	SPENT003113	570	2	14	286	0.2444	0.5397	SPENP009015	273
SPENO000245	SPENT004583	3409	1	88	528	0.1027	0.2352	SPENP022780,SPENP022781	441
SPENO000246	SPENT000219	3412	2	3014	3100	0.3571	0.0004	SPENP000917	87
SPENO000247	SPENT003586	1779	2	23	373	0.0776	0.0413	SPENP016793	351
SPENO000248	SPENT005727	1713	3	1455	1532	0.48	0.0003	SPENP016490	78
SPENO000249	SPENT003042	6422	1	2263	2304	0.6923	0.0055	SPENP008795	42
SPENO000250	SPENT002546	7439	3	6228	6257	1.0	0.0002	SPENP006825	30
SPENO000251	SPENT004006	587	1	85	303	0.5139	0.0308	SPENP017898,SPENP017328	219
SPENO000252	SPENT000275	6144	3	1911	1946	0.9091	0.0048	SPENP000089,SPENP000919,SPENP001474,SPENP011297	36
SPENO000253	SPENT004327	3129	3	144	1694	0.0213	1.0	SPENP020028	1551
SPENO000254	SPENT005039	2721	2	248	541	0.1031	0.0426	SPENP011917,SPENP014825,SPENP015654	294
SPENO000255	SPENT001076	2368	2	59	256	0.1538	0.0417	SPENP002136,SPENP002067	198
SPENO000256	SPENT000138	5167	2	2609	4486	0.1424	1.0	SPENP002027,SPENP003735,SPENP017021,SPENP013425,SPENP000080,SPENP000945,SPENP006884,SPENP017148,SPENP024479,SPENP000838,SPENP006852,SPENP013151,SPENP024414,SPENP006914,SPENP017170,SPENP016710,SPENP000876,SPENP017077,SPENP001026,SPENP017303,SPENP018108,SPENP019998,SPENP027346	1878
SPENO000257	SPENT000138	5167	3	4371	4898	0.56	0.9888	SPENP004063,SPENP000004,SPENP000794,SPENP017316,SPENP024565,SPENP000431,SPENP002667,SPENP008539,SPENP011592,SPENP017665,SPENP020456,SPENP003718,SPENP013129,SPENP017022,SPENP017998,SPENP019797,SPENP017867,SPENP004272,SPENP017576,SPENP018289,SPENP020355,SPENP016862	528
SPENO000258	SPENT004556	5726	3	1374	1424	0.8125	0.0002	SPENP022606,SPENP022607	51
SPENO000259	SPENT000679	1651	2	407	664	0.1176	0.0456	SPENP001497	258
SPENO000260	SPENT004133	2906	3	2142	2192	0.75	0.0084	SPENP018183	51
SPENO000261	SPENT005887	6320	1	1834	1917	0.6667	0.0016	SPENP014434,SPENP014417	84
SPENO000262	SPENT003518	12613	2	3572	3706	0.2045	0.0604	SPENP016765	135
SPENO000263	SPENT004886	724	2	167	403	0.1538	0.0159	SPENP023595	237
SPENO000264	SPENT004323	4250	2	3539	3577	0.9167	0.0013	SPENP020031	39
SPENO000265	SPENT002925	10188	3	8667	8771	0.4118	0.0039	SPENP008326,SPENP008386	105
SPENO000266	SPENT002059	1542	1	115	369	0.131	0.1623	SPENP012915,SPENP024503	255
SPENO000267	SPENT002711	602	1	85	156	0.7391	0.0008	SPENP007319	72
SPENO000268	SPENT000111	5976	3	3234	3275	0.6923	0.0023	SPENP000835,SPENP000832	42
SPENO000269	SPENT000258	1786	2	80	115	0.9091	0.0063	SPENP000089,SPENP000919,SPENP001474,SPENP011297	36
SPENO000270	SPENT003196	682	2	302	460	0.3654	0.0757	SPENP009288	159
SPENO000271	SPENT002609	244	1	73	174	0.3636	0.008	SPENP007019,SPENP018624,SPENP018625	102
SPENO000272	SPENT003577	562	1	19	402	0.0709	0.2131	SPENP016757	384
SPENO000273	SPENT002113	2267	2	191	442	0.2651	0.0165	SPENP000202,SPENP008267,SPENP011986,SPENP017370,SPENP018163,SPENP020129,SPENP024608,SPENP011868,SPENP008392,SPENP014277,SPENP018262,SPENP020284	252
SPENO000274	SPENT004795	1502	1	79	306	0.16	0.0054	SPENP023595	228
SPENO000275	SPENT000744	2101	2	1607	1756	0.2653	0.0135	SPENP001564	150
SPENO000276	SPENT002563	7653	1	6442	6471	1.0	0.0002	SPENP006825	30
SPENO000277	SPENT003686	995	3	237	893	0.1101	0.7546	SPENP016848,SPENP016866,SPENP016936	657
SPENO000278	SPENT002620	3966	3	1812	1850	1.0	0	SPENP007035,SPENP011980	39
SPENO000279	SPENT004397	2880	1	58	288	0.25	0.0116	SPENP020503	231
SPENO000280	SPENT001365	1985	3	27	1775	0.0326	1.0	SPENP002741	1749
SPENO000281	SPENT000885	2065	3	315	467	0.42	0.052	SPENP010099,SPENP010100,SPENP011338,SPENP001812	153
SPENO000282	SPENT003579	452	3	42	245	0.1343	0.0226	SPENP016759	204
SPENO000283	SPENT005500	8100	3	4128	4211	0.6667	0.0014	SPENP014434,SPENP014417	84
SPENO000284	SPENT001982	505	1	316	393	0.36	0.0227	SPENP016731	78
SPENO000285	SPENT000254	1487	2	1193	1228	0.9091	0.002	SPENP000889	36
SPENO000286	SPENT005862	16450	1	13810	13899	0.5517	0.0081	SPENP004343	90
SPENO000287	SPENT005746	1859	2	959	1366	0.163	0.4537	SPENP016643	408
SPENO000288	SPENT000564	7372	3	306	365	1.0	0.0004	SPENP001313	60
SPENO000289	SPENT003213	1200	2	335	643	0.3725	0.5144	SPENP009652,SPENP009422,SPENP027547,SPENP027761	309
SPENO000290	SPENT004148	445	2	5	178	0.2632	0.9842	SPENP014313,SPENP015985,SPENP018302	174
SPENO000291	SPENT001112	2947	2	92	430	0.3571	0.3563	SPENP002483,SPENP004854,SPENP008367,SPENP011441,SPENP011319,SPENP006436,SPENP007049,SPENP008241,SPENP011344,SPENP014933,SPENP022524,SPENP022525,SPENP024615,SPENP002487,SPENP006528,SPENP007163,SPENP008365,SPENP010409,SPENP010410,SPENP011440,SPENP022730,SPENP022731,SPENP024704,SPENP025227,SPENP008295,SPENP008077,SPENP002058,SPENP006307,SPENP006833,SPENP007983,SPENP009841,SPENP009842,SPENP011245,SPENP014818,SPENP022218,SPENP022219,SPENP024379,SPENP008141,SPENP002442,SPENP006496,SPENP008271,SPENP008862,SPENP010297,SPENP010298,SPENP011384,SPENP014968,SPENP022612,SPENP022613,SPENP024652,SPENP025175,SPENP002181,SPENP006362,SPENP006911,SPENP008044,SPENP011276,SPENP028240,SPENP028458,SPENP029478	339
SPENO000292	SPENT004442	351	1	1	138	0.2444	0.2859	SPENP020928,SPENP020929,SPENP020930,SPENP020931	138
SPENO000293	SPENT003954	15139	1	10336	10740	0.0597	0.0074	SPENP016990	405
SPENO000294	SPENT005421	1309	2	683	766	0.5185	0.0022	SPENP013813,SPENP013814	84
SPENO000295	SPENT003288	962	3	594	722	0.4762	0.0012	SPENP010843,SPENP010844	129
SPENO000296	SPENT003580	451	2	41	244	0.1343	0.0226	SPENP016759	204
SPENO000297	SPENT004211	1212	1	1123	1185	0.55	0.0024	SPENP019025,SPENP019026,SPENP019027	63
SPENO000298	SPENT001050	1464	1	517	714	0.1538	0.044	SPENP002136,SPENP002067	198
SPENO000299	SPENT004938	4156	1	964	1056	0.4	0.0137	SPENP023605	93
SPENO000300	SPENT005724	879	2	254	490	0.4615	0.9196	SPENP016422	237
SPENO000301	SPENT001364	1670	2	140	523	0.1496	0.3149	SPENP002741	384
SPENO000302	SPENT004154	1526	3	1212	1304	0.5333	0.0003	SPENP018320	93
SPENO000303	SPENT004861	8682	2	4907	5170	0.1379	0.0047	SPENP023595	264
SPENO000304	SPENT000148	830	2	503	688	0.1311	0.0811	SPENP000816	186
SPENO000305	SPENT004429	16722	2	4154	4204	0.5	0.0014	SPENP020720,SPENP020721,SPENP020722,SPENP020723	51
SPENO000306	SPENT005276	15827	1	418	567	0.4082	0.0012	SPENP012850	150
SPENO000307	SPENT003445	7463	1	7057	7194	0.5111	0.2675	SPENP011709	138
SPENO000308	SPENT003445	7463	1	3943	4233	0.0833	0.0108	SPENP018713,SPENP018714,SPENP018715,SPENP022192,SPENP022193	291
SPENO000309	SPENT003445	7463	2	4736	4855	0.3846	0.1508	SPENP017550	120
SPENO000310	SPENT004026	1208	1	7	546	0.0782	0.6701	SPENP017523	540
SPENO000311	SPENT005701	298	2	218	262	1.0	0.0045	SPENP015921	45
SPENO000312	SPENT001444	599	2	254	388	0.5	0.5076	SPENP020582	135
SPENO000313	SPENT001444	599	3	27	185	0.5192	0.808	SPENP003034,SPENP003276	159
SPENO000314	SPENT003823	1338	2	632	835	0.1194	0.0005	SPENP016990	204
SPENO000315	SPENT000127	651	3	108	308	0.5606	0.3491	SPENP004235,SPENP000821,SPENP001156	201
SPENO000316	SPENT001886	2318	3	1923	2171	0.2073	0.2553	SPENP004376	249
SPENO000317	SPENT001213	403	1	142	396	0.1429	0.0634	SPENP002299,SPENP009473,SPENP010135,SPENP010136,SPENP019130,SPENP019131,SPENP019132,SPENP027755	255
SPENO000318	SPENT002615	1962	3	1248	1655	0.0889	0.8995	SPENP007014	408
SPENO000319	SPENT001107	1949	1	535	732	0.1538	0.0428	SPENP002136,SPENP002067	198
SPENO000320	SPENT001337	1635	2	971	1099	0.4286	0.0633	SPENP000446,SPENP002691,SPENP005824,SPENP005825,SPENP005826,SPENP005827,SPENP005828,SPENP014456,SPENP016120,SPENP017718,SPENP020492	129
SPENO000321	SPENT004774	5169	2	2528	2875	0.1043	0.0328	SPENP023595	348
SPENO000322	SPENT000030	1052	1	775	891	0.7895	0.5125	SPENP016908,SPENP008857,SPENP012762,SPENP016496,SPENP025134,SPENP000784,SPENP016896,SPENP000862,SPENP023473,SPENP016823	117
SPENO000323	SPENT004012	637	1	151	249	0.4062	0.0008	SPENP017451,SPENP027939	99
SPENO000324	SPENT002352	1905	2	1052	1318	0.1364	0.7151	SPENP005344,SPENP005345,SPENP005346,SPENP005347,SPENP005348,SPENP005249,SPENP005250,SPENP005251,SPENP005252,SPENP005253	267
SPENO000325	SPENT001842	582	2	20	544	0.0862	0.5266	SPENP004293,SPENP014336	525
SPENO000326	SPENT003416	400	2	83	265	0.3	0.0625	SPENP011624	183
SPENO000327	SPENT002940	1972	3	1548	1841	0.1443	0.1187	SPENP008371	294
SPENO000328	SPENT002856	1715	2	926	1012	0.3214	0.0015	SPENP008023,SPENP028453	87
SPENO000329	SPENT004149	3475	2	2270	2362	0.5	0.0005	SPENP018306	93
SPENO000330	SPENT000364	2409	2	107	2380	0.0343	1.0	SPENP001053,SPENP001154	2274
SPENO000331	SPENT000717	663	3	90	491	0.2782	0.6592	SPENP000738,SPENP012552,SPENP012553,SPENP001535,SPENP001838,SPENP021380,SPENP021381,SPENP021382,SPENP021383	402
SPENO000332	SPENT000717	663	2	41	295	0.4167	0.7393	SPENP015482,SPENP026303,SPENP026339,SPENP026457	255
SPENO000333	SPENT004515	338	3	198	269	0.4783	0.005	SPENP022428,SPENP022429	72
SPENO000334	SPENT005204	814	2	11	100	0.2759	0.0002	SPENP012714	90
SPENO000335	SPENT002886	2848	3	1056	1235	0.2373	0.0165	SPENP008278,SPENP008358	180
SPENO000336	SPENT004492	3050	3	165	410	0.1235	0.1298	SPENP022320,SPENP022321	246
SPENO000337	SPENT003004	583	3	48	245	0.3692	0.1832	SPENP018932,SPENP018933,SPENP018934,SPENP019963,SPENP022352,SPENP022353,SPENP023863,SPENP025049,SPENP019094,SPENP019095,SPENP019096,SPENP020072,SPENP023951,SPENP025125,SPENP022480,SPENP022481,SPENP025606,SPENP026185	198
SPENO000338	SPENT001934	1047	3	261	464	0.2985	0.0317	SPENP004554	204
SPENO000339	SPENT000157	527	1	91	291	0.3485	0.2308	SPENP001182,SPENP000837	201
SPENO000340	SPENT004359	14596	3	2055	2237	0.2333	0.0013	SPENP020276	183
SPENO000341	SPENT002350	542	1	196	402	0.1618	0.0119	SPENP005254,SPENP005255,SPENP005256,SPENP005257,SPENP005258	207
SPENO000342	SPENT006089	646	1	265	627	0.325	0.99	SPENP025504,SPENP000477,SPENP025614,SPENP028510	363
SPENO000343	SPENT005647	753	1	43	216	0.3509	0.3518	SPENP015180	174
SPENO000344	SPENT000931	764	3	465	650	0.3279	0.059	SPENP011914,SPENP019890,SPENP017174,SPENP003769,SPENP011902,SPENP014815,SPENP018044,SPENP019856,SPENP027534,SPENP028244	186
SPENO000345	SPENT000931	764	2	371	601	0.6711	0.1286	SPENP004483,SPENP004085,SPENP009207,SPENP014988,SPENP018228,SPENP020226,SPENP004182,SPENP001877,SPENP004136,SPENP006525,SPENP007148,SPENP007672,SPENP008410,SPENP009533,SPENP010415,SPENP010416,SPENP011455,SPENP013420,SPENP015025,SPENP018265,SPENP019310,SPENP019311,SPENP019312,SPENP020272,SPENP022732,SPENP022733,SPENP023360,SPENP024067,SPENP024719,SPENP004202,SPENP007172,SPENP008379,SPENP009549,SPENP010371,SPENP010372,SPENP015031,SPENP018255,SPENP020244,SPENP024722,SPENP004249,SPENP006579,SPENP015068,SPENP018284,SPENP020332,SPENP024753,SPENP004328,SPENP011543,SPENP018325	231
SPENO000346	SPENT005433	4343	2	884	997	0.2162	0.0017	SPENP013898	114
SPENO000347	SPENT004432	347	3	156	197	0.7692	0.0108	SPENP020772,SPENP020773,SPENP020774,SPENP020775,SPENP020848,SPENP020849,SPENP020850,SPENP020851	42
SPENO000348	SPENT005431	785	1	304	567	0.2069	0.049	SPENP029286,SPENP014063	264
SPENO000349	SPENT005273	44696	2	21764	21868	0.5882	0.0001	SPENP012844	105
SPENO000350	SPENT001339	498	2	29	448	0.1295	0.9856	SPENP002725,SPENP004456,SPENP005874,SPENP005875,SPENP005876,SPENP005877,SPENP005878,SPENP006636,SPENP007332,SPENP007789,SPENP008579,SPENP011626,SPENP012094,SPENP013561,SPENP014457,SPENP016137,SPENP017742,SPENP018385,SPENP020463,SPENP024839	420
SPENO000351	SPENT005134	3941	2	2576	2698	0.425	0.0003	SPENP012079	123
SPENO000352	SPENT003091	796	1	1	417	0.1957	0.9088	SPENP008898,SPENP008927,SPENP028349,SPENP028318,SPENP028407	417
SPENO000353	SPENT001413	6488	2	4028	4267	0.3418	0.0038	SPENP002917	240
SPENO000354	SPENT004134	1894	3	1290	1583	0.134	0.2681	SPENP018237	294
SPENO000355	SPENT005750	1392	1	514	549	0.9091	0.0065	SPENP000089,SPENP000919,SPENP001474,SPENP011297	36
SPENO000356	SPENT001423	735	3	129	560	0.2378	0.83	SPENP002993,SPENP002934	432
SPENO000357	SPENT006042	1587	1	913	1056	0.4043	0.0183	SPENP000489	144
SPENO000358	SPENT005930	747	2	482	682	0.1515	0.1046	SPENP025063	201
SPENO000359	SPENT002355	31379	2	20927	20974	0.7333	0	SPENP005259,SPENP005260,SPENP005261,SPENP005262,SPENP005263	48
SPENO000360	SPENT004343	3919	1	775	858	0.4815	0.0017	SPENP020161	84
SPENO000361	SPENT004653	679	3	204	419	0.1408	0.1914	SPENP023271,SPENP023517	216
SPENO000362	SPENT005523	1277	2	398	613	0.3099	0.0683	SPENP014580,SPENP016262	216
SPENO000363	SPENT000725	1209	2	182	1114	0.4065	0.9984	SPENP024466,SPENP014522,SPENP008954,SPENP024832,SPENP000205,SPENP001546,SPENP006438,SPENP024581,SPENP001765,SPENP006752,SPENP000379,SPENP006591,SPENP012075,SPENP022896,SPENP022897,SPENP024932,SPENP025792,SPENP025800,SPENP026356,SPENP027892	933
SPENO000364	SPENT000852	1029	1	1	222	0.5342	0.0413	SPENP013039,SPENP023545,SPENP023739,SPENP013025,SPENP011561,SPENP023724,SPENP001731,SPENP011685,SPENP013077,SPENP021576,SPENP021577,SPENP021578,SPENP021579,SPENP023770	222
SPENO000365	SPENT001590	1096	1	88	162	0.5417	0.0147	SPENP003545	75
SPENO000366	SPENT003303	6171	1	3235	3450	0.3803	0.0008	SPENP011071,SPENP011072	216
SPENO000367	SPENT001618	3828	3	3360	3758	0.0909	0.0267	SPENP023595	399
SPENO000368	SPENT001618	3828	3	759	935	0.2931	0.0007	SPENP003628	177
SPENO000369	SPENT000862	403	3	75	386	0.534	0.0606	SPENP003303,SPENP004522,SPENP005929,SPENP005930,SPENP005931,SPENP005932,SPENP005933,SPENP007831,SPENP016199,SPENP016628,SPENP018684,SPENP018685,SPENP021500,SPENP021501,SPENP021502,SPENP021503,SPENP025402,SPENP021724,SPENP021725,SPENP021726,SPENP021727,SPENP001762,SPENP002902,SPENP003351,SPENP003694,SPENP004667,SPENP006149,SPENP006150,SPENP006151,SPENP006152,SPENP006153,SPENP006743,SPENP012654,SPENP012655,SPENP014639,SPENP015446,SPENP016326,SPENP018700,SPENP018701,SPENP020640,SPENP021824,SPENP021825,SPENP021826,SPENP021827,SPENP022008,SPENP022009,SPENP022010,SPENP022011,SPENP000257,SPENP002433,SPENP003165,SPENP003544,SPENP004117,SPENP005414,SPENP005415,SPENP005416,SPENP005417,SPENP005418,SPENP006493,SPENP007088,SPENP008293,SPENP008877,SPENP012008,SPENP012360,SPENP012361,SPENP013375,SPENP014202,SPENP014980,SPENP015312,SPENP015865,SPENP016507,SPENP017438,SPENP018636,SPENP018637,SPENP020187,SPENP021024,SPENP021025,SPENP021026,SPENP021027,SPENP022634,SPENP022635,SPENP025187,SPENP003307,SPENP015400	312
SPENO000370	SPENT004332	591	3	45	338	0.1134	0.3953	SPENP020064	294
SPENO000371	SPENT001195	615	1	76	198	0.3	0.4995	SPENP000230,SPENP002294,SPENP007021,SPENP011967,SPENP014112,SPENP015795,SPENP017320,SPENP020091,SPENP025920	123
SPENO000372	SPENT000579	1827	1	493	606	0.2703	0.0531	SPENP024464	114
SPENO000373	SPENT000579	1827	2	59	277	0.3056	0.064	SPENP018416,SPENP001371	219
SPENO000374	SPENT002440	831	1	307	471	0.1667	0.0234	SPENP006332	165
